postcode,city,street,number
20-501,Lublin,Nadbystrzycka,42
20-506,Lublin,Nadbystrzycka,120
20-602,Lublin,Grażyny,22
20-604,Lublin,Wajdeloty,10
20-605,Lublin,Grażyny,2
20-608,Lublin,Wajdeloty,2
20-613,Lublin,Sowińskiego Józefa,24
20-614,Lublin,Gliniana,50
20-615,Lublin,Nowomiejska,22
20-616,Lublin,Gliniana,2
20-618,Lublin,Nadbystrzycka,2
20-619,Lublin,Nowomiejska,2
20-701,Lublin,Nałęczowska,2
20-818,Lublin,Północna,70
20-822,Lublin,Puławska,26
20-831,Lublin,Nałęczowska,42
20-835,Lublin,Chodźki Witolda,16
20-843,Lublin,Koncertowa,1
20-866,Lublin,Koncertowa,2
25-002,Kielce,Sienkiewicza Henryka,49
25-004,Kielce,Paderewskiego Ignacego,14
25-005,Kielce,Sienkiewicza Henryka,33
25-006,Kielce,Planty,24
25-007,Kielce,Sienkiewicza Henryka,17
25-008,Kielce,Planty,17
25-017,Kielce,Paderewskiego Ignacego,2
25-019,Kielce,Karczówkowska,2
25-023,Kielce,Krakowska,32
25-029,Kielce,Krakowska,2
25-036,Kielce,Krakowska,25
25-101,Kielce,Wapiennikowa,88
25-105,Kielce,Wapiennikowa,26
25-106,Kielce,Czachowskiego Dionizego,44
25-106,Kielce,Skalista,2
25-107,Kielce,Prusa Bolesława,12
25-110,Kielce,Prusa Bolesława,2
25-112,Kielce,Wapiennikowa,2
25-121,Kielce,Wybraniecka,2
25-122,Kielce,Chodkiewicza Karola,2
25-123,Kielce,Batorego Stefana,2
25-123,Kielce,Kordeckiego Augustyna,2
25-125,Kielce,Żółkiewskiego Stanisława,2
25-128,Kielce,Chodkiewicza Karola,36
25-128,Kielce,Wybraniecka,28
25-129,Kielce,Batorego Stefana,34
25-129,Kielce,Kordeckiego Augustyna,10
25-130,Kielce,Żółkiewskiego Stanisława,28
25-130,Kielce,Czarnieckiego Stefana,2
25-132,Kielce,Batorego Stefana,56
25-132,Kielce,Czarnieckiego Stefana,10
25-134,Kielce,Kordeckiego Augustyna,28
25-135,Kielce,Chodkiewicza Karola,52
25-135,Kielce,Szwedzka,2
25-136,Kielce,Czarnieckiego Stefana,48
25-137,Kielce,Kordeckiego Augustyna,44
25-139,Kielce,Chodkiewicza Karola,80
25-201,Kielce,Wojska Polskiego,84
25-204,Kielce,Wojska Polskiego,154
25-205,Kielce,Wojska Polskiego,206
25-301,Kielce,Sienkiewicza Henryka,18
25-304,Kielce,Świętego Leonarda,18
25-305,Kielce,Wesoła,2
25-306,Kielce,Warszawska,2
25-310,Kielce,Kościuszki Tadeusza,2
25-311,Kielce,Świętego Leonarda,2
25-312,Kielce,Warszawska,20
25-316,Kielce,Kościuszki Tadeusza,28
25-318,Kielce,Sandomierska,42
25-320,Kielce,Domaszowska,72
25-321,Kielce,Leszczyńska,2
25-323,Kielce,Winnicka,26
25-324,Kielce,Sandomierska,108
25-326,Kielce,Leszczyńska,42
25-329,Kielce,Sandomierska,176
25-330,Kielce,Sandomierska,250
25-332,Kielce,Morcinka Gustawa,2
25-333,Kielce,Hipoteczna,6
25-333,Kielce,Sienkiewicza Henryka,2
25-334,Kielce,Winnicka,2
25-335,Kielce,Źródłowa,2
25-338,Kielce,Zagórska,1
25-339,Kielce,Zagórska,17
25-342,Kielce,Mazurska,2
25-343,Kielce,Pomorska nr,1
25-344,Kielce,Zagórska,55
25-345,Kielce,Mazurska,62
25-345,Kielce,Wawrzyńskiej Ludwiki,38
25-346,Kielce,Zagórska,71
25-347,Kielce,Wawrzyńskiej Ludwiki,62
25-349,Kielce,Pomorska,100
25-350,Kielce,Hipoteczna,2
25-350,Kielce,Sienkiewicza Henryka,5
25-353,Kielce,Wesoła,42
25-354,Kielce,Sienkiewicza Henryka,1
25-355,Kielce,Zagórska,2
25-358,Kielce,Zagórska,30
25-360,Kielce,Źródłowa,30
25-362,Kielce,Zagórska,62
25-363,Kielce,Wesoła,54
25-364,Kielce,Wojska Polskiego,2
25-365,Kielce,Seminaryjska,2
25-366,Kielce,Prosta,2
25-366,Kielce,Seminaryjska,6
25-369,Kielce,Żeromskiego Stefana,2
25-370,Kielce,Żeromskiego Stefana,26
25-371,Kielce,Prosta,12
25-372,Kielce,Seminaryjska,12
25-373,Kielce,Żeromskiego Stefana,46
25-375,Kielce,Wojska Polskiego,47
25-377,Kielce,Wojska Polskiego,20
25-382,Kielce,Czachowskiego Dionizego,2
25-382,Kielce,Skalista,42
25-383,Kielce,Skalista,14
25-385,Kielce,Prosta,54
25-386,Kielce,Seminaryjska,42
25-389,Kielce,Wojska Polskiego,40
25-401,Kielce,Warszawska,62
25-408,Kielce,Warszawska,98
25-414,Kielce,Warszawska,146
25-420,Kielce,Domaszowska,108
25-421,Kielce,Morcinka Gustawa,26
25-424,Kielce,Morcinka Gustawa,34
25-426,Kielce,Morcinka Gustawa,50
25-501,Kielce,Sienkiewicza Henryka,48
25-502,Kielce,Paderewskiego Ignacego,30
25-502,Kielce,Planty,2
25-507,Kielce,Sienkiewicza Henryka,30
25-508,Kielce,Planty,1
25-511,Kielce,1 Maja,54
25-512,Kielce,Warszawska,1
25-516,Kielce,Nowy Świat,52
25-518,Kielce,Warszawska,27
25-522,Kielce,Nowy Świat,2
25-524,Kielce,Zagnańska,2
25-525,Kielce,Okrzei Stefana,2
25-526,Kielce,Okrzei Stefana,34
25-528,Kielce,Zagnańska,32
25-531,Kielce,Warszawska,39
25-533,Kielce,Toporowskiego Stanisława,2
25-537,Kielce,Topolowa,2
25-538,Kielce,Klonowa,2
25-541,Kielce,Warszawska,85
25-545,Kielce,Turystyczna,2
25-546,Kielce,Toporowskiego Stanisława,34
25-547,Kielce,Warszawska,133
25-549,Kielce,Toporowskiego Stanisława,72
25-551,Kielce,Warszawska,177
25-553,Kielce,Klonowa,16
25-554,Kielce,Topolowa,22
25-557,Kielce,Turystyczna,6
25-558,Kielce,Robotnicza,2
25-558,Kielce,Zagnańska,86
25-560,Kielce,Zagnańska,94
25-563,Kielce,Zagnańska,136
25-601,Kielce,Piekoszowska,2
25-605,Kielce,Łąkowa,14
25-606,Kielce,Jagiellońska,34
25-607,Kielce,Bolesława Chrobrego,2
25-608,Kielce,Jagiellońska,26
25-609,Kielce,Chałubińskiego Tytusa,2
25-610,Kielce,Jagiellońska,22
25-610,Kielce,Młoda,2
25-611,Kielce,Mielczarskiego Romualda,117
25-612,Kielce,Hoża,2
25-612,Kielce,Miła,2
25-613,Kielce,Jagiellońska,2
25-614,Kielce,1 Maja,108
25-618,Kielce,Hoża,38
25-618,Kielce,Miła,14
25-619,Kielce,Chałubińskiego Tytusa,24
25-619,Kielce,Młoda,26
25-621,Kielce,Piekoszowska,36
25-623,Kielce,Bolesława Chrobrego,106
25-625,Kielce,Piekoszowska,40
25-632,Kielce,Piekoszowska,90
25-638,Kielce,Piekoszowska,134
25-645,Kielce,Piekoszowska,264
25-646,Kielce,1 Maja,228
25-662,Kielce,Robotnicza,12
25-667,Kielce,Robotnicza,38
25-701,Kielce,Krakowska,52
25-703,Kielce,Jagiellońska,110
25-705,Kielce,Krakowska,102
25-708,Kielce,Podklasztorna,114
25-709,Kielce,Mielczarskiego Romualda,1
25-711,Kielce,Karczówkowska,18
25-712,Kielce,Jagiellońska,98
25-713,Kielce,Karczówkowska,52
25-714,Kielce,Podklasztorna,54
25-715,Kielce,Kołłątaja Hugona,2
25-716,Kielce,Bernardyńska,28
25-718,Kielce,Bernardyńska,2
25-722,Kielce,Białogońska,52
25-723,Kielce,Piekoszowska,1
25-724,Kielce,Łąkowa,2
25-726,Kielce,Mielczarskiego Romualda,93
25-727,Kielce,Grunwaldzka,2
25-728,Kielce,Szkolna,66
25-730,Kielce,Mielczarskiego Romualda,73
25-733,Kielce,Szkolna,106
25-734,Kielce,Jagiellońska,60
25-735,Kielce,Piekoszowska,39
25-736,Kielce,Grunwaldzka,22
25-737,Kielce,Piekoszowska,63
25-738,Kielce,Podklasztorna,2
25-744,Kielce,Białogońska,2
25-801,Kielce,Krakowska,234
25-806,Kielce,Michałowskiego Piotra,2
25-809,Kielce,Michałowskiego Piotra,50
26-601,Radom,Chłodna,2
26-601,Radom,Czarnieckiego Stefana,25
26-601,Radom,Folwarczna,1
26-601,Radom,Główna,2
26-601,Radom,Garbarska,2
26-603,Radom,Chorzowska 2,20
26-603,Radom,Długojowska,34
26-604,Radom,Banacha Stefana,40
26-604,Radom,Długojowska,2
26-604,Radom,Domagalskiego Władysława,2
26-605,Radom,11 Listopada,1
26-605,Radom,Chrobrego Bolesława,38
26-606,Radom,Armii Ludowej 1a,1
26-606,Radom,Banacha Stefana,2
26-609,Radom,11 Listopada,2
26-609,Radom,Chrobrego Bolesława,2
26-610,Radom,1905 Roku,2
26-610,Radom,Chłodna,92
26-610,Radom,Czarnieckiego Stefana,1
26-610,Radom,Domagalskiego Władysława,4
26-610,Radom,Dębowa,2
26-610,Radom,Folwarczna,35
26-610,Radom,Główna,4
26-610,Radom,Garbarska,14
26-611,Radom,Armii Ludowej,2
26-612,Radom,1905 Roku,22
26-612,Radom,Dębowa,32
26-613,Radom,11 Listopada,100
26-613,Radom,Chorzowska,22
26-613,Radom,Gołębiowska,136
26-615,Radom,11 Listopada,30
26-615,Radom,Gołębiowska,1
26-617,Radom,Czarnieckiego Stefana,110
30-001,Kraków,Kamienna,2
30-002,Kraków,Prądnicka,2
30-002,Kraków,Składowa,1
30-006,Kraków,Wrocławska,2
30-010,Kraków,Oboźna,27
30-010,Kraków,Składowa,2
30-010,Kraków,Łokietka Władysława,2
30-011,Kraków,Oboźna,2
30-011,Kraków,Wrocławska,26
30-012,Kraków,Racławicka,47
30-014,Kraków,Kmieca,18
30-016,Kraków,Składowa,21
30-016,Kraków,Łokietka Władysława,14
30-017,Kraków,Racławicka,42
30-017,Kraków,Wrocławska,66
30-019,Kraków,Mazowiecka,26
30-022,Kraków,Kmieca,2
30-023,Kraków,Mazowiecka,84
30-036,Kraków,Mazowiecka,2
30-038,Kraków,Lenartowicza Teofila,18
30-038,Kraków,Łobzowska,46
30-039,Kraków,Józefitów,2
30-040,Kraków,Królewska,9
30-040,Kraków,Urzędnicza,50
30-045,Kraków,Józefitów,14
30-045,Kraków,Królewska,2
30-046,Kraków,Konarskiego Stanisława,40
30-046,Kraków,Lea Juliusza,1
30-047,Kraków,Chopina Fryderyka,2
30-048,Kraków,Lea Juliusza,2
30-048,Kraków,Urzędnicza,38
30-049,Kraków,Chopina Fryderyka,22
30-049,Kraków,Czarnowiejska,27
30-049,Kraków,Konarskiego Stanisława,2
30-051,Kraków,Urzędnicza,2
30-052,Kraków,Lea Juliusza,20
30-054,Kraków,Czarnowiejska,10
30-058,Kraków,Lea Juliusza,46
30-059,Kraków,Reymonta Władysława,2
30-060,Kraków,Oleandry,4
30-063,Kraków,Oleandry,2
30-065,Kraków,Piastowska,20
30-067,Kraków,Gramatyka,10
30-067,Kraków,Piastowska,37
30-070,Kraków,Piastowska,24
30-071,Kraków,Gramatyka,2
30-073,Kraków,Reymonta Władysława,24
30-074,Kraków,Kazimierza Wielkiego,2
30-074,Kraków,Urzędnicza,66
30-075,Kraków,Racławicka,2
30-079,Kraków,Królewska,82
30-081,Kraków,Królewska,51
30-082,Kraków,Kazimierza Wielkiego,116
30-084,Kraków,Bronowicka,2
30-087,Kraków,Rydla Lucjana,26
30-091,Kraków,Bronowicka,20
30-102,Kraków,Morawskiego Kazimierza,6
30-109,Kraków,Fałata Juliana,2
30-109,Kraków,Prusa Bolesława,2
30-109,Kraków,Salwatorska,2
30-117,Kraków,Prusa Bolesława,18
30-117,Kraków,Salwatorska,22
30-118,Kraków,Fałata Juliana,6
30-120,Kraków,Mydlnicka,2
30-121,Kraków,Bronowicka,112
30-122,Kraków,Rydla Lucjana,1
30-124,Kraków,Piastowska,50
30-130,Kraków,Rydla Lucjana,2
30-133,Kraków,Lea Juliusza,110
30-143,Kraków,Mydlnicka,69
30-149,Kraków,Balicka,2
30-198,Kraków,Balicka,150
30-198,Kraków,Majora Łupaszki,2
30-201,Kraków,Emaus,2
30-202,Kraków,Królowej Jadwigi,2
30-206,Kraków,Księcia Józefa,2
30-207,Kraków,Malczewskiego Jacka,50
30-209,Kraków,Królowej Jadwigi,20
30-209,Kraków,Malczewskiego Jacka,2
30-211,Kraków,Piastowska,2
30-212,Kraków,Królowej Jadwigi,124
30-213,Kraków,Emaus,16
30-218,Kraków,Królowej Jadwigi,230
30-233,Kraków,28 Lipca,194
30-234,Kraków,Królowej Jadwigi,279
30-243,Kraków,Księcia Józefa,140
30-250,Kraków,Księcia Józefa,56
30-302,Kraków,Konopnickiej Marii,2
30-315,Kraków,Szwedzka,50
30-322,Kraków,Praska,52
30-324,Kraków,Szwedzka,2
30-328,Kraków,Praska,2
30-329,Kraków,Praska,36
30-333,Kraków,Konopnickiej Marii,82
30-333,Kraków,Rozdroże,2
30-347,Kraków,Brożka Jana,1
30-361,Kraków,Rozdroże,18
30-363,Kraków,Kobierzyńska,2
30-382,Kraków,Kobierzyńska,90
30-385,Kraków,Pszczelna,56
30-385,Kraków,Ruczaj,56
30-398,Kraków,Podgórki Tynieckie,4
30-399,Kraków,Podgórki Tynieckie,2
30-405,Kraków,Brożka Jana,2
30-409,Kraków,Pszczelna,2
30-409,Kraków,Ruczaj,2
30-415,Kraków,Wadowicka,2
30-418,Kraków,Zakopiańska,2
30-423,Kraków,Zawiła,2
30-431,Kraków,Pszczelna,34
30-432,Kraków,Jugowicka,1
30-434,Kraków,Kąpielowa,2
30-435,Kraków,Zakopiańska,88
30-442,Kraków,Zawiła,6
30-443,Kraków,Jugowicka,2
30-499,Kraków,Starowiejska,2
30-503,Kraków,Krasickiego Ignacego,2
30-504,Kraków,Kalwaryjska,12
30-504,Kraków,Śliska,2
30-509,Kraków,Kalwaryjska,2
30-513,Kraków,Krasickiego Ignacego,1
30-515,Kraków,Krasickiego Ignacego,17
30-516,Kraków,Śliska,12
30-518,Kraków,Rynek Podgórski,6
30-519,Kraków,Zamoyskiego Jana,1
30-523,Kraków,Zamoyskiego Jana,2
30-530,Kraków,Krakusa,20
30-531,Kraków,Węgierska,14
30-533,Kraków,Rynek Podgórski,2
30-534,Kraków,Limanowskiego Bolesława,2
30-535,Kraków,Krakusa,2
30-535,Kraków,Węgierska,2
30-548,Kraków,Lwowska,2
30-551,Kraków,Limanowskiego Bolesława,30
30-551,Kraków,Lwowska,22
30-552,Kraków,Wielicka,2
30-553,Kraków,Powstańców Wielkopolskich,2
30-556,Kraków,Dworcowa,2
30-556,Kraków,Wodna,2
30-559,Kraków,Dworcowa,1
30-563,Kraków,Malborska,2
30-565,Kraków,Heltmana Wiktora,2
30-565,Kraków,Pańska,2
30-566,Kraków,Dauna Alfreda,2
30-610,Kraków,Myślenicka,2
30-611,Kraków,Beskidzka,20
30-611,Kraków,Pierzchówka,2
30-612,Kraków,Przykopy,2
30-614,Kraków,Cechowa,2
30-616,Kraków,Miarowa,2
30-616,Kraków,Podgórki,2
30-621,Kraków,Przykopy,28
30-622,Kraków,Beskidzka,2
30-622,Kraków,Pierzchówka,22
30-624,Kraków,Malborska,86
30-629,Kraków,Dauna Alfreda,24
30-631,Kraków,Na Kozłówce,1
30-644,Kraków,Heltmana Wiktora,70
30-646,Kraków,Malborska,22
30-651,Kraków,Pańska,22
30-658,Kraków,Łużycka,2
30-664,Kraków,Na Kozłówce,2
30-669,Kraków,Okólna,18
30-670,Kraków,Na Kozłówce,12
30-684,Kraków,Okólna,2
30-685,Kraków,Cechowa,74
30-693,Kraków,Łużycka,67
30-694,Kraków,Gruszczyńskiego Włodzimierza,2
30-694,Kraków,Krzemieniecka,32
30-694,Kraków,Osterwy Juliusza,2
30-698,Kraków,Gruszczyńskiego Włodzimierza,34
30-698,Kraków,Kąpielowa,32
30-698,Kraków,Miarowa,28
30-698,Kraków,Myślenicka,60
30-698,Kraków,Podgórki,26
30-699,Kraków,Krzemieniecka,2
30-699,Kraków,Osterwy Juliusza,22
30-701,Kraków,Zabłocie,2
30-702,Kraków,Lipowa,2
30-704,Kraków,Lipowa,6
30-705,Kraków,Lipowa,42
30-706,Kraków,Zabłocie,52
30-707,Kraków,Powstańców Wielkopolskich,18
30-710,Kraków,Krzywda,2
30-714,Kraków,Gromadzka,2
30-715,Kraków,Saska,2
30-716,Kraków,Przewóz,2
30-719,Kraków,Gromadzka,26
30-719,Kraków,Wodna,22
30-720,Kraków,Krzywda,16
30-720,Kraków,Saska,4
30-721,Kraków,Przewóz,66
30-722,Kraków,Rybitwy,2
30-723,Kraków,Golikówka,2
30-728,Kraków,Nowohucka,80
30-736,Kraków,Rybitwy,110
30-738,Kraków,Golikówka,95
30-740,Kraków,Półłanki,6
30-798,Kraków,Złocieniowa,26
30-799,Kraków,Jasieńskiego Feliksa,18
30-802,Kraków,Sacharowa Andrieja,12
30-806,Kraków,Sacharowa Andrieja,2
30-808,Kraków,Górników,27
30-812,Kraków,Bieżanowska,2
30-816,Kraków,Górników,2
30-816,Kraków,Na Wrzosach,48
30-819,Kraków,Górników,1
30-819,Kraków,Na Wrzosach,2
30-826,Kraków,Bieżanowska,72
30-856,Kraków,Bieżanowska,126
30-858,Kraków,Półłanki,2
30-898,Kraków,Złocieniowa,2
30-899,Kraków,Jasieńskiego Feliksa,2
31-001,Kraków,Grodzka,19
31-006,Kraków,Grodzka,2
31-008,Kraków,Rynek Główny,14
31-010,Kraków,Jagiellońska,2
31-010,Kraków,Rynek Główny,28
31-011,Kraków,Jagiellońska,1
31-011,Kraków,Rynek Główny,35
31-012,Kraków,Świętego Marka,2
31-013,Kraków,Rynek Główny,36
31-014,Kraków,Sławkowska,2
31-014,Kraków,Świętego Tomasza,2
31-016,Kraków,Sławkowska,5
31-017,Kraków,Rynek Główny,42
31-017,Kraków,Świętego Jana,1
31-018,Kraków,Świętego Jana,2
31-018,Kraków,Świętego Marka,12
31-018,Kraków,Świętego Tomasza,12
31-019,Kraków,Floriańska,1
31-020,Kraków,Świętego Marka,20
31-020,Kraków,Świętego Tomasza,18
31-021,Kraków,Floriańska,2
31-022,Kraków,Świętego Marka,18
31-022,Kraków,Świętego Tomasza,16
31-023,Kraków,Świętego Krzyża,16
31-024,Kraków,Świętego Marka,24
31-027,Kraków,Świętego Tomasza,22
31-028,Kraków,Świętego Krzyża,2
31-031,Kraków,Dietla Józefa,89
31-031,Kraków,Joselewicza Berka,24
31-032,Kraków,Starowiślna,2
31-034,Kraków,Kopernika Mikołaja,2
31-034,Kraków,Lubicz,1
31-035,Kraków,Podgórska,1
31-035,Kraków,Starowiślna,42
31-036,Kraków,Miodowa,44
31-038,Kraków,Starowiślna,1
31-039,Kraków,Dietla Józefa,42
31-042,Kraków,Rynek Główny,2
31-044,Kraków,Grodzka,22
31-046,Kraków,Świętej Gertrudy,2
31-048,Kraków,Świętej Gertrudy,12
31-049,Kraków,Świętego Sebastiana,2
31-050,Kraków,Dietla Józefa,69
31-051,Kraków,Joselewicza Berka,2
31-051,Kraków,Świętego Sebastiana,26
31-052,Kraków,Dajwór,2
31-052,Kraków,Miodowa,32
31-052,Kraków,Starowiślna,65
31-052,Kraków,Świętego Wawrzyńca,36
31-054,Kraków,Dietla Józefa,41
31-055,Kraków,Bożego Ciała,2
31-055,Kraków,Miodowa,2
31-058,Kraków,Meiselsa Beera,10
31-058,Kraków,Stradomska,2
31-059,Kraków,Bożego Ciała,6
31-060,Kraków,Dajwór,27
31-060,Kraków,Świętego Wawrzyńca,2
31-061,Kraków,Podgórska,2
31-062,Kraków,Dietla Józefa,33
31-062,Kraków,Krakowska,2
31-063,Kraków,Meiselsa Beera,2
31-066,Kraków,Krakowska,42
31-068,Kraków,Stradomska,1
31-068,Kraków,Świętej Agnieszki,2
31-070,Kraków,Dietla Józefa,2
31-071,Kraków,Świętej Agnieszki,1
31-073,Kraków,Dietla Józefa,78
31-101,Kraków,Straszewskiego Floriana,2
31-102,Kraków,Zwierzyniecka,2
31-103,Kraków,Felicjanek,1
31-103,Kraków,Zwierzyniecka,1
31-104,Kraków,Felicjanek,2
31-105,Kraków,Zwierzyniecka,22
31-106,Kraków,Morawskiego Kazimierza,2
31-107,Kraków,Retoryka,2
31-107,Kraków,Smoleńsk,2
31-108,Kraków,Retoryka,1
31-108,Kraków,Smoleńsk,1
31-109,Kraków,Straszewskiego Floriana,18
31-112,Kraków,Smoleńsk,14
31-113,Kraków,Straszewskiego Floriana,24
31-114,Kraków,Loretańska,10
31-116,Kraków,Loretańska,2
31-126,Kraków,Czarnowiejska,2
31-128,Kraków,Karmelicka,2
31-131,Kraków,Karmelicka,19
31-133,Kraków,Karmelicka,1
31-134,Kraków,Basztowa,2
31-138,Kraków,Lenartowicza Teofila,2
31-139,Kraków,Łobzowska,1
31-140,Kraków,Łobzowska,2
31-141,Kraków,Krowoderska,1
31-142,Kraków,Krowoderska,2
31-143,Kraków,Basztowa,10
31-146,Kraków,Długa,2
31-147,Kraków,Długa,1
31-148,Kraków,Pędzichów,1
31-152,Kraków,Pędzichów,2
31-153,Kraków,Szlak,20
31-154,Kraków,Lubicz,2
31-156,Kraków,Basztowa,20
31-158,Kraków,Krowoderska,46
31-161,Kraków,Szlak,2
31-202,Kraków,Prądnicka,28
31-214,Kraków,Narutowicza Gabriela,2
31-215,Kraków,Prądnicka,91
31-217,Kraków,Żmujdzka,18
31-221,Kraków,Narutowicza Gabriela,1
31-222,Kraków,Górnickiego Łukasza,2
31-234,Kraków,Górnickiego Łukasza,28
31-241,Kraków,Reduta,2
31-261,Kraków,Wybickiego Józefa,2
31-263,Kraków,Łokietka Władysława,85
31-271,Kraków,Krowoderskich Zuchów,1
31-272,Kraków,Krowoderskich Zuchów,2
31-275,Kraków,Opolska,1
31-276,Kraków,Opolska,13
31-277,Kraków,Opolska,37
31-278,Kraków,Opolska,67
31-279,Kraków,Łokietka Władysława,37
31-280,Kraków,Łokietka Władysława,75
31-301,Kraków,Chełmońskiego Józefa,1
31-302,Kraków,Wybickiego Józefa,20
31-303,Kraków,Stachiewicza Piotra,2
31-322,Kraków,Chełmońskiego Józefa,2
31-323,Kraków,Opolska,2
31-328,Kraków,Stachiewicza Piotra,24
31-334,Kraków,Łokietka Władysława,38
31-340,Kraków,Chełmońskiego Józefa,42
31-341,Kraków,Stelmachów,2
31-348,Kraków,Chełmońskiego Józefa,138
31-349,Kraków,Stelmachów,1
31-355,Kraków,Opolska,101
31-398,Kraków,Majora Łupaszki,10
31-403,Kraków,Kamienna,10
31-408,Kraków,Celarowska,2
31-410,Kraków,Bosaków,2
31-410,Kraków,Czerwonego Prądnika,1
31-410,Kraków,Lublańska,2
31-414,Kraków,Celarowska,16
31-419,Kraków,Księży Pijarów,40
31-421,Kraków,Reduta,9
31-422,Kraków,Powstańców,2
31-426,Kraków,Żmujdzka,2
31-428,Kraków,Bolesława Chrobrego,24
31-431,Kraków,Czerwonego Prądnika,2
31-445,Kraków,Mogilska,112
31-450,Kraków,Ułanów,2
31-450,Kraków,Ugorek,2
31-455,Kraków,Ułanów,46
31-456,Kraków,Ugorek,4
31-460,Kraków,Ułanów,56
31-466,Kraków,Księży Pijarów,2
31-469,Kraków,Młyńska,2
31-469,Kraków,Miechowity Macieja,2
31-474,Kraków,Młyńska,12
31-475,Kraków,Miechowity Macieja,10
31-476,Kraków,Bosaków,1
31-476,Kraków,Lublańska,16
31-501,Kraków,Kopernika Mikołaja,16
31-502,Kraków,Blich,2
31-503,Kraków,Lubicz,13
31-504,Kraków,Lubicz,10
31-505,Kraków,Bosacka,2
31-505,Kraków,Mogilska,8
31-506,Kraków,Topolowa,16
31-508,Kraków,Bosacka,26
31-510,Kraków,Olszańska,2
31-510,Kraków,Rakowicka,12
31-511,Kraków,Rakowicka,2
31-512,Kraków,Lubicz,28
31-512,Kraków,Mogilska,2
31-512,Kraków,Topolowa,2
31-513,Kraków,Moniuszki Stanisława,2
31-513,Kraków,Olszańska,6
31-516,Kraków,Grochowska,1
31-516,Kraków,Mogilska,12
31-517,Kraków,Olszańska,18
31-518,Kraków,Moniuszki Stanisława,8
31-519,Kraków,Bolesława Chrobrego,2
31-521,Kraków,Grochowska,2
31-521,Kraków,Rakowicka,28
31-523,Kraków,Kielecka,18
31-523,Kraków,Moniuszki Stanisława,12
31-524,Kraków,Grunwaldzka,12
31-526,Kraków,Grunwaldzka,2
31-526,Kraków,Kielecka,2
31-529,Kraków,Blich,8
31-530,Kraków,Grzegórzecka,2
31-531,Kraków,Grzegórzecka,16
31-532,Kraków,Grzegórzecka,1
31-534,Kraków,Masarska,2
31-536,Kraków,Podgórska,26
31-536,Kraków,Rzeźnicza,22
31-536,Kraków,Siedleckiego Michała,6
31-538,Kraków,Siedleckiego Michała,2
31-539,Kraków,Masarska,10
31-540,Kraków,Rzeźnicza,2
31-542,Kraków,Mogilska,3
31-545,Kraków,Mogilska,31
31-546,Kraków,Mogilska,40
31-559,Kraków,Grzegórzecka,50
31-560,Kraków,Miedziana,37
31-560,Kraków,Widok,1
31-563,Kraków,Miedziana,24
31-564,Kraków,Widok,2
31-567,Kraków,Miedziana,2
31-567,Kraków,Widok,29
31-571,Kraków,Mogilska,99
31-579,Kraków,Centralna,2
31-580,Kraków,Nowohucka,2
31-586,Kraków,Centralna,39
31-589,Kraków,Podbipięty Longinusa,2
31-670,Kraków,Powstańców,54
31-712,Kraków,Petofiego Sandora,10
31-750,Kraków,Kocmyrzowska,2
31-751,Kraków,Bulwarowa,4
31-752,Kraków,Petofiego Sandora,2
31-765,Kraków,Kocmyrzowska,10
31-831,Kraków,Kocmyrzowska,1
31-907,Kraków,Bulwarowa,28
31-945,Kraków,Kocmyrzowska,4
31-965,Kraków,Bulwarowa,2
31-978,Kraków,Bulwarowa,39
31-980,Kraków,Podbipięty Longinusa,1
31-982,Kraków,Centralna,1
31-983,Kraków,Igołomska,2
31-998,Kraków,Igołomska,32
35-002,Rzeszów,Kopernika Mikołaja,10
35-005,Rzeszów,Grottgera Artura,14
35-020,Rzeszów,Chrzanowskiej Zofii,2
35-020,Rzeszów,Jagiellońska,34
35-025,Rzeszów,Jagiellońska,2
35-025,Rzeszów,Zygmuntowska,10
35-030,Rzeszów,Dekerta Jana,2
35-030,Rzeszów,Zygmuntowska,2
35-033,Rzeszów,Dąbrowskiego Jarosława,2
35-036,Rzeszów,Dąbrowskiego Jarosława,10
35-037,Rzeszów,Bohaterów Westerplatte,2
35-040,Rzeszów,Bohaterów Westerplatte,1
35-040,Rzeszów,Dąbrowskiego Jarosława,72
35-045,Rzeszów,Czackiego Tadeusza,4
35-045,Rzeszów,Hetmańska,2
35-047,Rzeszów,Lenartowicza Teofila,35
35-050,Rzeszów,Chrzanowskiej Zofii,10
35-051,Rzeszów,Czackiego Tadeusza,2
35-051,Rzeszów,Lenartowicza Teofila,2
35-055,Rzeszów,Szpitalna,14
35-061,Rzeszów,Dekerta Jana,4
35-065,Rzeszów,Szpitalna,2
35-068,Rzeszów,Grottgera Artura,2
35-069,Rzeszów,Kopernika Mikołaja,2
35-078,Rzeszów,Hetmańska,40
35-084,Rzeszów,Dąbrowskiego Jarosława,91
35-111,Rzeszów,Krakowska,2
35-201,Rzeszów,Grottgera Artura,1
35-202,Rzeszów,Husarska,2
35-202,Rzeszów,Kosynierów,16
35-202,Rzeszów,Kosynierów,2
35-203,Rzeszów,Siemieńskiego Lucjana,2
